Company,Company Score,Job Title,Location,Date,Salary,Cleaned_Salary,Experience_Level,Salary_Scaled,Salary_Bonus
PAC GROUP LLC,3.5,Full Stack Java Software Engineer (hybrid),"Annapolis Junction, MD",12d,$59K - $88K (Employer est.),73500.0,Mid Level,-1.1397131362874842,3675.0
Fanatics Inc.,3.0,Software Engineer,"San Jose, CA",12d,$105K - $146K (Glassdoor est.),125500.0,Senior,0.02301210618751919,12550.0
Emergent Software,4.1,Software and Systems Engineer,"Suffolk, VA",30d+,$70K - $125K (Employer est.),97500.0,Mid Level,-0.6030707166836365,4875.0
Harvard University,4.1,Sr Software Engineer (Back-end),"New York, NY",18d,$62K - $98K (Glassdoor est.),80000.0,Mid Level,-0.9943724809781088,4000.0
Zoox,4.9,Software Engineer (Python),United States,4d,$82K - $119K (Glassdoor est.),100500.0,Mid Level,-0.5359904142331555,5025.0
Intone Networks,3.8,"Sr. Software Engineer, HBS Online","Boston, MA",30d+,$80K - $113K (Glassdoor est.),96500.0,Mid Level,-0.6254308175004635,4825.0
CARTIKTECH LLC,4.1,Software Development Engineer in Test,"Foster City, CA",6d,$67K - $106K (Glassdoor est.),86500.0,Mid Level,-0.8490318256687334,4325.0
Abbott Laboratories,3.9,Software Engineer,"Austin, TX",19d,$144K - $200K (Employer est.),172000.0,Senior,1.0627567941699743,17200.0
Prove,3.4,Senior Software Engineer,"Chicago, IL",4d,$129K - $224K (Employer est.),176500.0,Senior,1.1633772478456956,17650.0
Fanatics Inc.,3.5,Software Engineer II,"Sylmar, CA",30d+,$169K (Employer est.),169000.0,Senior,0.9956764917194932,16900.0
Schweitzer Engineering Laboratories,4.2,"Senior Software Engineer, Orchestration Team","Chicago, IL",6d,$45.66 - $54.99 Per Hour (Employer est.),49.5,Junior,-2.782073721333835,2.475
Themis Insight,3.9,Software Engineer III,"New York, NY",30d+,$130K - $270K (Employer est.),200000.0,Senior,1.68883961704113,20000.0
World Vision USA,4.9,Associate Software Engineer - C# Emphasis,"Pullman, WA",30d+,$140K - $180K (Employer est.),160000.0,Senior,0.7944355843680503,16000.0
Rippling,3.7,Jr. Software Engineer - Hybrid/Remote,Remote,2d,$69K - $98K (Glassdoor est.),83500.0,Mid Level,-0.9161121281192144,4175.0
Hop Labs,4.2,Software Development Engineer III,United States,16d,$59K - $86K (Glassdoor est.),72500.0,Mid Level,-1.1620732371043112,3625.0
"Hawaiian Airlines, Inc.",3.2,Staff Software Engineer - Documents,United States,2d,$80K - $123K (Glassdoor est.),101500.0,Mid Level,-0.5136303134163286,5075.0
NetApp,3.9,ML Software Engineer,Remote,30d+,$105K - $152K (Glassdoor est.),128500.0,Senior,0.09009240863800015,12850.0
Quantum Systems Inc,4.1,"Software Developer Engineer, IT Technical Operations","Honolulu, HI",10d,$135K - $175K (Employer est.),155000.0,Senior,0.6826350802839154,15500.0
Salesforce,3.9,Software Engineer,Remote,10d,$154K - $279K (Employer est.),216500.0,Senior,2.057781280518775,21650.0
Visa,3.7,Software Engineer Lead,"Moorpark, CA",12d,$86K - $145K (Glassdoor est.),115500.0,Mid Level,-0.2005889019807507,5775.0
Honeywell,3.6,Full-Stack Software Engineer – LMTS / PMTS,"San Francisco, CA",30d+,$104K - $348K (Employer est.),226000.0,Senior,2.2702022382786318,22600.0
Oliver Wyman Group,3.4,Software Engineer – Senior Consultant Level - Tink,"Austin, TX",4d,$76K - $155K (Employer est.),115500.0,Mid Level,-0.2005889019807507,5775.0
NVIDIA,2.5,Software Engineer I,"Richardson, TX",30d+,$83K - $114K (Glassdoor est.),98500.0,Mid Level,-0.5807106158668095,4925.0
Morgan Stanley,4.4,NERA Associate Software Engineer,"White Plains, NY",30d+,$155K - $221K (Employer est.),188000.0,Senior,1.420518407239206,18800.0
Amex,4.5,System Software Engineer – Autonomous Vehicles Platform,"Santa Clara, CA",30d+,$100K - $200K (Employer est.),150000.0,Senior,0.5708345761997804,15000.0
Multi State Lottery Association,4.0,"Associate, Python / Perl Dev","Alpharetta, GA",10d,$83K - $110K (Glassdoor est.),96500.0,Mid Level,-0.6254308175004635,4825.0
EOG Resources,3.4,"Backend Software Engineer, Digital Banking-Payments","Phoenix, AZ",6d,$99K (Employer est.),99000.0,Mid Level,-0.569530565458396,4950.0
BAXTER,3.7,Senior Software Engineer,"Johnston, IA",11d,$129K - $207K (Employer est.),168000.0,Senior,0.9733163909026662,16800.0
Afterpay,3.7,Software Engineer I,"Houston, TX",30d+,$161K - $215K (Glassdoor est.),188000.0,Senior,1.420518407239206,18800.0
U.S. Bank National Association,4.0,Senior Backend Software Engineer (Hybrid),"Bellevue, WA",30d+,$93K - $132K (Glassdoor est.),112500.0,Mid Level,-0.26766920443123166,5625.0
Geon Technologies,3.8,"Software Engineer - PubSub, Cash App","San Francisco, CA",1d,$95K - $115K (Employer est.),105000.0,Mid Level,-0.4353699605574341,5250.0
INTEL,5.0,"Software Engineer 2 - Mainframe (Cobol, JCL, VSAM)","Brookfield, WI",12d,$310K - $465K (Employer est.),269179.9501337884,Senior,3.2357102765357024,26917.99501337884
TDI Technologies,4.1,Software Engineer,"Annapolis Junction, MD",30d+,$117K - $160K (Glassdoor est.),138500.0,Senior,0.31369341680627005,13850.0
DAIKIN COMFORT TECHNOLOGIES MFG LP,4.3,Software Engineer / Simulation - Virtual Prototyping,"San Jose, CA",21d,$213K - $293K (Employer est.),253000.0,Senior,2.8739249603329604,25300.0
Intone Networks,4.4,C# Software Engineer,Pennsylvania,6d,$87K - $124K (Glassdoor est.),105500.0,Mid Level,-0.4241899101490206,5275.0
Intone Networks,3.6,SOFTWARE ENGINEER 3,"Chatsworth, CA",4d,$163K - $294K (Employer est.),228500.0,Senior,2.3261024903206993,22850.0
Wise,3.6,Software Engineer in Test,"Westlake, TX",25d,$195K - $230K (Employer est.),212500.0,Senior,1.9683408772514672,21250.0
"Garmin International, Inc.",3.1,Jr Cloud Engineer,"Phoenix, AZ",9d,$70K - $90K (Employer est.),80000.0,Mid Level,-0.9943724809781088,4000.0
Nyla Technology Solutions,4.2,"Senior Software Engineer II, Wise Account","Austin, TX",19d,$86K - $109K (Employer est.),97500.0,Mid Level,-0.6030707166836365,4875.0
Wellington Management,3.0,Senior .NET Software Engineer,"Cary, NC",4d,$79K - $124K (Glassdoor est.),101500.0,Mid Level,-0.5136303134163286,5075.0
Synergy ECP,3.5,Software Engineer,"Annapolis Junction, MD",30d+,$122K - $147K (Employer est.),134500.0,Senior,0.2242530135389621,13450.0
Costco Wholesale,3.1,Senior Software Engineer,"Boston, MA",30d+,$110K - $154K (Employer est.),132000.0,Senior,0.16835276149689463,13200.0
"Vizient, Inc.",4.5,Software Engineer,"Annapolis Junction, MD",30d+,$119K - $142K (Employer est.),130500.0,Senior,0.13481261027165414,13050.0
Leidos,3.7,Software Engineer - IT Sustainability,"Seattle, WA",17d,$120K - $150K (Employer est.),135000.0,Senior,0.2354330639473756,13500.0
Noblis,3.7,Senior Software Engineer,"Irving, TX",30d+,$85K - $131K (Glassdoor est.),108000.0,Mid Level,-0.36828965810695313,5400.0
ELEVI Associates,4.7,Junior Software Engineer - Panama Shift!,"Annapolis Junction, MD",30d+,$60K - $80K (Employer est.),70000.0,Mid Level,-1.2179734891463787,3500.0
ASCENDING,4.0,Software Solutions Engineer – Multiple Levels,"Oklahoma City, OK",30d+,$112K - $177K (Employer est.),144500.0,Senior,0.447854021707232,14450.0
Trellint,4.0,Sr Software Engineer,"Annapolis Junction, MD",4d,$90K - $104K (Employer est.),97000.0,Mid Level,-0.61425076709205,4850.0
Synergy ECP,4.1,Cloud Software Engineer,"Fairfax, VA",30d+,$79K - $159K (Employer est.),119000.0,Mid Level,-0.12232854912185624,5950.0
Lockheed Martin,3.6,R&D Software Engineer II,Maryland,11d,$195K - $245K (Employer est.),220000.0,Senior,2.1360416333776695,22000.0
"Trusted Space, Inc.",4.4,Software Engineer 1,"Columbia, MD",30d+,$66K - $112K (Glassdoor est.),89000.0,Mid Level,-0.7931315736266659,4450.0
State Street,4.2,Software Engineer,"Highlands Ranch, CO",2d,$145K - $190K (Employer est.),167500.0,Senior,0.9621363404942528,16750.0
"Availity, LLC.",4.0,Software Engineer,Colorado,16d,$86K - $127K (Glassdoor est.),106500.0,Mid Level,-0.4018298093321936,5325.0
BorgWarner,1.0,"Software Development Engineer, Officer, Onsite","Quincy, MA",3d,$120K - $140K (Employer est.),130000.0,Senior,0.12363255986324063,13000.0
Ford Motor Company,4.1,Node.js/Kotlin Software Engineer IV,"Jacksonville, FL",24d,$61K - $89K (Glassdoor est.),75000.0,Mid Level,-1.1061729850622437,3750.0
Forterra,3.9,Software Resident Engineer,"Auburn Hills, MI",6d,$68K - $102K (Glassdoor est.),85000.0,Mid Level,-0.8825719768939738,4250.0
Epsilon,3.1,Software Engineer,"Dearborn, MI",5d,$79K - $125K (Glassdoor est.),102000.0,Mid Level,-0.5024502630079151,5100.0
ByteDance,3.3,Perception Software Engineer - ML Ops,Remote,30d+,$100K - $155K (Glassdoor est.),127500.0,Senior,0.06773230782117316,12750.0
Logistics Management Institute,3.7,Senior Front End Software Engineer,"Chicago, IL",10d,$94K - $122K (Glassdoor est.),108000.0,Mid Level,-0.36828965810695313,5400.0
"Hottinger, Bruel & Kjaer",3.9,Software Engineer (Data Security-US) - 2025 Start (BS/MS),"San Jose, CA",6d,$60.00 - $72.00 Per Hour (Employer est.),66.0,Junior,-2.7817047796703576,3.3000000000000003
Sirius XM,3.6,Cloud Engineer,Remote,3d,$105K - $125K (Employer est.),115000.0,Mid Level,-0.21176895238916418,5750.0
Warner Bros. Discovery,3.8,Custom Software Engineer,"Pompano Beach, FL",30d+,$103K - $147K (Glassdoor est.),125000.0,Senior,0.011832055779105694,12500.0
Peloton,3.3,"Senior Software Engineer - Python, Celery, Redis","Oakland, CA",3d,$81K - $118K (Glassdoor est.),99500.0,Mid Level,-0.5583505150499826,4975.0
Movius Interactive Corporation,3.4,"VP, Software Engineering",United States,6d,$122K - $172K (Glassdoor est.),147000.0,Senior,0.5037542737492995,14700.0
Accenture Federal Services,4.0,Site Reliability Engineer,United States,6d,$108K - $216K (Employer est.),162000.0,Senior,0.8391557860017043,16200.0
Corteva,3.9,Software Engineer- Backend,"Fremont, CA",19d,$122K - $184K (Employer est.),153000.0,Senior,0.6379148786502614,15300.0
IntraFi Network,3.3,Software Engineer,"Elkridge, MD",3d,$121K - $181K (Employer est.),151000.0,Senior,0.5931946770166074,15100.0
PSEG,3.9,Software Engineer II,"Johnston, IA",9d,$78K - $133K (Employer est.),105500.0,Mid Level,-0.4241899101490206,5275.0
Ryzlink DBA Chuwa America,3.1,Senior Software Engineer,"Arlington, VA",13d,$75K (Employer est.),75000.0,Mid Level,-1.1061729850622437,3750.0
Trane Technologies,3.6,Software Engineer,"Bethpage, NY",10d,$86K - $139K (Glassdoor est.),112500.0,Mid Level,-0.26766920443123166,5625.0
Discord,4.3,Software Programmer,"Santa Clara, CA",5d,$88K - $173K (Employer est.),130500.0,Senior,0.13481261027165414,13050.0
Tesla,4.2,Software Engineer - Innovation,"Saint Paul, MN",10d,$182K - $244K (Glassdoor est.),213000.0,Senior,1.9795209276598806,21300.0
Microsoft,4.0,"Software Engineer, Ads (Quests)","San Francisco, CA",18d,$124K - $155K (Employer est.),139500.0,Senior,0.33605351762309704,13950.0
First American Financial Corporation,3.7,"Staff Software Engineer, Backend, Factory Software","Fremont, CA",4d,$94K - $129K (Glassdoor est.),111500.0,Mid Level,-0.29002930524805864,5575.0
IntraFi Network,3.6,Software Engineer 2,"Redmond, WA",2d,$72.84 - $80.93 Per Hour (Employer est.),76.0,Junior,-2.781481178662189,3.8000000000000003
Collins Aerospace,3.5,Software Engineer II (Hybrid or Remote Possible),"Idaho Falls, ID",1d,$130K - $165K (Employer est.),147500.0,Senior,0.5149343241577129,14750.0
Roche,4.3,Software Engineer (Customer-Facing Applications),"Arlington, VA",10d,$65K - $101K (Glassdoor est.),83000.0,Mid Level,-0.9272921785276278,4150.0
Qualtrics,3.0,Software Engineer,"Lenexa, KS",15d,$129K - $224K (Employer est.),176500.0,Senior,1.1633772478456956,17650.0
Edward Rose & Sons,4.4,Senior Software Engineer - Digital Pathology,"Santa Clara, CA",2d,$161K - $243K (Employer est.),202000.0,Senior,1.7335598186747838,20200.0
Michelin,5.0,Senior Software Development Engineer - Data Engineering Team,"Seattle, WA",8d,$76K - $107K (Glassdoor est.),91500.0,Mid Level,-0.7372313215845985,4575.0
"Garmin International, Inc.",4.7,Yardi Enterprise Software Support Engineer - Hybrid Remote,"Bloomfield Hills, MI",11d,$70K - $85K (Employer est.),77500.0,Mid Level,-1.0502727330201762,3875.0
Smart IMS,4.3,Software Engineer(Entry/Experienced) SPA,"Spartanburg, SC",26d,$75K - $150K (Employer est.),112500.0,Mid Level,-0.26766920443123166,5625.0
Wipro,3.9,Embedded C / Linux Software Engineer - Marine,"Olathe, KS",23d,$110K - $150K (Employer est.),130000.0,Senior,0.12363255986324063,13000.0
Harley-Davidson,3.8,Software Engineer 2,United States,30d+,$98K - $147K (Glassdoor est.),122500.0,Senior,-0.04406819626296178,12250.0
"VIZIO, Inc.",3.4,PHP Engineer,"Tampa, FL",30d+,$74K - $92K (Employer est.),83000.0,Mid Level,-0.9272921785276278,4150.0
Geneva Technologies Inc.,3.4,Associate Design Engineer - Software V&V,"Wauwatosa, WI",30d+,$8K - $12K (Employer est.),10000.0,Junior,-2.5595795381559983,500.0
ElectronX,4.2,Senior Software Engineer,"Dallas, TX",5d,$90K - $131K (Employer est.),110500.0,Mid Level,-0.31238940606488563,5525.0
Camelot Integrated Solutions Inc.,3.7,Software Engineer,"Monument, CO",4d,$120K - $150K (Employer est.),135000.0,Senior,0.2354330639473756,13500.0
"JRC Integrated Systems, LLC",3.7,Experienced: Core Infrastructure Software Engineer,Remote,3d,$126K - $237K (Employer est.),181500.0,Senior,1.2751777519298306,18150.0
Sabre Engineering,3.5,Software Developer (Job Code 001),"Houston, TX",30d+,$50K - $78K (Glassdoor est.),64000.0,Junior,-1.3521340940473408,3200.0
Thermoflow,4.2,Software Engineer,"Dahlgren, VA",30d+,$94K - $117K (Glassdoor est.),105500.0,Mid Level,-0.4241899101490206,5275.0
Fanatics Inc.,3.5,JR. SOFTWARE ENGINEER,"Columbia, MD",2d,$185K - $200K (Employer est.),192500.0,Senior,1.5211388609149274,19250.0
"Twitch Interactive, Inc.",3.5,"Computer Science, Software Engineers, Programmers","Jacksonville, FL",30d+,$103K - $149K (Employer est.),126000.0,Senior,0.034192156595932686,12600.0
Adtran,3.4,Sr Software Engineer,"New York, NY",30d+,$109K - $141K (Glassdoor est.),125000.0,Senior,0.011832055779105694,12500.0
Oncorre,3.8,Software Development Engineer,"Seattle, WA",5d,$76K - $116K (Glassdoor est.),96000.0,Mid Level,-0.636610867908877,4800.0
NMG Technology Services,3.8,Senior Software Engineer,Oregon,5d,$37K - $82K (Employer est.),59500.0,Junior,-1.4527545477230621,2975.0
Captivation Software,3.7,Software Engineer,"Bridgewater, NJ",30d+,$129K - $159K (Glassdoor est.),144000.0,Senior,0.43667397129881846,14400.0
Invisible Technologies,3.7,Software Engineer,"Brooklyn, NY",30d+,$80K - $111K (Glassdoor est.),95500.0,Mid Level,-0.6477909183172905,4775.0
Metas Solutions,4.1,Software Engineer 2 - DevOps,"Annapolis Junction, MD",30d+,$95K - $133K (Glassdoor est.),114000.0,Mid Level,-0.2341290532059912,5700.0
"GAP Solutions, Inc.",4.0,Senior Software Engineer - Platform,Remote,16d,$130K - $140K (Employer est.),135000.0,Senior,0.2354330639473756,13500.0
Independent Software,4.2,Software Quality Assurance Engineer & Tester,"Atlanta, GA",2d,$81K - $118K (Glassdoor est.),99500.0,Mid Level,-0.5583505150499826,4975.0
InterImage,4.1,Software QA Engineer and Tester,"Atlanta, GA",24h,$120K - $150K (Employer est.),135000.0,Senior,0.2354330639473756,13500.0
Tickets.com,5.0,"Software Integration Engineer, Junior","Fort Meade, MD",30d+,$180K - $260K (Employer est.),220000.0,Senior,2.1360416333776695,22000.0
Adobe,4.9,2251 Java & NiFi Software Engineer,"Annapolis Junction, MD",18d,$86K - $111K (Glassdoor est.),98500.0,Mid Level,-0.5807106158668095,4925.0
Embecta,3.3,Senior Software Engineer,"Boulder, CO",6d,$40.00 - $45.00 Per Hour (Employer est.),42.5,Junior,-2.7822302420395526,2.125
Tesla,4.2,Senior Software Development Engineer,"San Jose, CA",11d,$74K - $109K (Glassdoor est.),91500.0,Mid Level,-0.7372313215845985,4575.0
CVS Health,4.1,"Senior FullStack Software Engineer (hybrid - Andover, MA)","Andover, MA",6d,$108K - $116K (Employer est.),112000.0,Mid Level,-0.2788492548396452,5600.0
Space Systems Integration,3.0,"Sr. Software Engineer, Backend, Factory Software","Fremont, CA",4d,$103K - $146K (Glassdoor est.),124500.0,Senior,0.0006520053706921996,12450.0
Cash App,4.5,Full-Stack Software Developer,"Hartford, CT",17d,$89K - $128K (Glassdoor est.),108500.0,Mid Level,-0.3571096076985396,5425.0
Annapurna Labs (U.S.) Inc.,5.0,Software Engineer,"Albuquerque, NM",30d+,$84K (Employer est.),84000.0,Mid Level,-0.9049320777108009,4200.0
Index Engines Inc.,3.9,"Software Engineer, Incentive","Seattle, WA",3d,$144K - $198K (Employer est.),171000.0,Senior,1.0403966933531472,17100.0
Ford Motor Company,4.4,"Software Dev Engineer - Machine Learning Apps, Accelerator","Cupertino, CA",3d,$160K - $321K (Employer est.),240500.0,Senior,2.594423700122623,24050.0
Q9Software,4.1,React Software Engineer,Colorado,30d+,$97K - $155K (Glassdoor est.),126000.0,Senior,0.034192156595932686,12600.0
Squarespace,3.8,Software Engineer,"Dearborn, MI",30d+,$120K - $290K (Employer est.),205000.0,Senior,1.8006401211252647,20500.0
"Advanced Micro Devices, Inc",3.4,Software Developer,"Germantown, MD",30d+,$87K - $126K (Glassdoor est.),106500.0,Mid Level,-0.4018298093321936,5325.0
InterImage,3.7,"Senior Software Engineer, User Platform (Java)",United States,5d,$129K - $224K (Employer est.),176500.0,Senior,1.1633772478456956,17650.0
"Flow Systems, Inc",3.4,Software Development Engineer - AI/ML,"San Jose, CA",30d+,$103K - $141K (Employer est.),122000.0,Senior,-0.055248246671375276,12200.0
OpenAI,4.6,2128 Software Engineer 1 (Java Focused),"Annapolis Junction, MD",18d,$135K - $155K (Employer est.),145000.0,Senior,0.45903407211564545,14500.0
Teradyne,3.8,Software Engineer,"Berthoud, CO",3d,$65K - $118K (Employer est.),91500.0,Mid Level,-0.7372313215845985,4575.0
Meta,2.9,"Senior Software Engineer, Search Evaluations","San Francisco, CA",6d,$80K - $94K (Employer est.),87000.0,Mid Level,-0.8378517752603198,4350.0
Yellow Duck Technologies Inc.,4.3,Software Performance Engineer,"North Reading, MA",18d,$104K - $348K (Employer est.),226000.0,Senior,2.2702022382786318,22600.0
Workday,4.0,Software Engineer - Camera (Technical Leadership),"Redmond, WA",3d,$300K - $450K (Employer est.),269179.9501337884,Senior,3.2357102765357024,26917.99501337884
Ops Tech Alliance,4.2,Cleared Junior Software Engineer,"Annapolis Junction, MD",15d,$90K - $126K (Glassdoor est.),108000.0,Mid Level,-0.36828965810695313,5400.0
CDK Global,3.7,Principal Software Engineer,"Seattle, WA",30d+,$78K - $102K (Glassdoor est.),90000.0,Mid Level,-0.7707714728098389,4500.0
IAB Solutions LLC,3.7,Software Engineer Level 3,"Fort Meade, MD",30d+,$110K - $154K (Employer est.),132000.0,Senior,0.16835276149689463,13200.0
General Assembly,4.2,Associate Software Engineer,"Austin, TX",5d,$87K - $171K (Employer est.),129000.0,Senior,0.10127245904641365,12900.0
Delta Dental Ins.,4.3,Senior Software Engineer,Whitehall Township,11d,$125K - $160K (Employer est.),142500.0,Senior,0.403133820073578,14250.0
Cotiviti,4.4,Software Engineer Instructor,"Denver, CO",30d+,$83K - $124K (Employer est.),103500.0,Mid Level,-0.46891011178267455,5175.0
BOEING,4.1,Senior Software Engineer,"Alpharetta, GA",1d,$74K - $98K (Glassdoor est.),86000.0,Mid Level,-0.8602118760771469,4300.0
Braum's,3.9,Sr. DevOps Engineer,Remote,2d,$102K - $159K (Employer est.),130500.0,Senior,0.13481261027165414,13050.0
Cummings Aerospace Inc,2.5,Software Engineer - Mid Level,"Annapolis Junction, MD",17d,$115K - $165K (Employer est.),140000.0,Senior,0.3472335680315105,14000.0
T.M. Bier & Associates,4.4,Senior Software Engineer,"Oklahoma City, OK",6d,$108K - $216K (Employer est.),162000.0,Senior,0.8391557860017043,16200.0
Zelis,3.9,Software Engineer-Mid Level,"Largo, FL",3d,$90K - $145K (Employer est.),117500.0,Mid Level,-0.1558687003470967,5875.0
TikTok,3.7,Software Engineer (BMS),United States,9d,$68K - $104K (Glassdoor est.),86000.0,Mid Level,-0.8602118760771469,4300.0
Eaton,3.5,Senior Software Engineer - C# & Rust,New Jersey,3d,$72K - $108K (Employer est.),90000.0,Mid Level,-0.7707714728098389,4500.0
CVS Health,3.0,"Frontend Software Engineer Graduate, TikTok Infrastructure - 2025 Start (BS/MS)","San Jose, CA",10d,$69K - $120K (Glassdoor est.),94500.0,Mid Level,-0.6701510191341175,4725.0
Zoox,3.7,Eaton Development Program: Engineering Technology - Software,"Peachtree City, GA",5d,$72K - $127K (Glassdoor est.),99500.0,Mid Level,-0.5583505150499826,4975.0
Radiance Technologies,3.9,Software Development Engineer,"Hartford, CT",30d+,$158K - $205K (Employer est.),181500.0,Senior,1.2751777519298306,18150.0
Boston Consulting Group,4.2,Senior Fullstack Software Engineer - Perception Metrics Platform,"San Francisco, CA",19d,$100K - $160K (Employer est.),130000.0,Senior,0.12363255986324063,13000.0
Sage,3.5,Full Stack Software Engineer,"Beavercreek, OH",13d,$50.00 - $54.00 Per Hour (Employer est.),52.0,Junior,-2.782017821081793,2.6
Neurable,4.4,"AI Software Engineer, Campus, United States - BCG X","Los Angeles, CA",4d,$130K - $210K (Employer est.),170000.0,Senior,1.0180365925363202,17000.0
ASM International,3.4,"Software Engineer - C#, C++","Lawrenceville, GA",30d+,$115K - $159K (Glassdoor est.),137000.0,Senior,0.28015326558102954,13700.0
Galvion,4.0,Senior Software Engineer,"Boston, MA",9d,$138K - $192K (Glassdoor est.),165000.0,Senior,0.9062360884521853,16500.0
Prophet Software,3.6,Field Software Support Engineer,"Hillsboro, OR",30d+,$89K - $129K (Glassdoor est.),109000.0,Mid Level,-0.34592955729012614,5450.0
Ansira,4.1,Associate Software Engineer (on-site),"Portsmouth, NH",1d,$130K - $150K (Employer est.),140000.0,Senior,0.3472335680315105,14000.0
Elder Research,4.7,Software Developer,"Westlake Village, CA",16d,$177K - $251K (Employer est.),214000.0,Senior,2.0018810284767077,21400.0
3 Reasons Consulting,3.9,Full Stack Software Engineer,Washington State,11d,$100K - $158K (Glassdoor est.),129000.0,Senior,0.10127245904641365,12900.0
"AB2 Consulting, Inc.",3.2,Backend Software Engineer,"Fort George G Meade, MD",30d+,$168K - $253K (Employer est.),210500.0,Senior,1.9236206756178134,21050.0
University of Maryland,4.1,Software Engineer II,"San Diego, CA",30d+,$167K - $296K (Employer est.),231500.0,Senior,2.39318279277118,23150.0
CPI Card Group,3.6,"Software Development Engineer in Test (SDET) / Okemos, MI (Hybrid)","Okemos, MI",10d,$136K - $200K (Employer est.),168000.0,Senior,0.9733163909026662,16800.0
Simplot,3.8,Research Software and Data Engineer,"College Park, MD",5d,$35.00 - $50.00 Per Hour (Employer est.),42.5,Junior,-2.7822302420395526,2.125
Walmart Advanced Systems and Robotics,4.1,Software Process Engineer,"Fort Wayne, IN",30d+,$118K - $142K (Employer est.),130000.0,Senior,0.12363255986324063,13000.0
Fanatics Inc.,3.5,Software Engineer,"Boise, ID",12d,$109K - $219K (Employer est.),164000.0,Senior,0.8838759876353582,16400.0
GE HEALTHCARE,4.0,Senior Software Engineer – Emulation,"Andover, MA",25d,$64K - $113K (Glassdoor est.),88500.0,Mid Level,-0.8043116240350794,4425.0
NORC at the University of Chicago,4.1,"Software Engineer II, Android",United States,30d+,$104K - $166K (Employer est.),135000.0,Senior,0.2354330639473756,13500.0
WSSC Water,5.0,Software Engineer,"Washington, DC",30d+,$181K - $212K (Employer est.),196500.0,Senior,1.6105792641822354,19650.0
RVO Health,4.0,Cloud Engineer,"Chicago, IL",5d,$91K - $119K (Glassdoor est.),105000.0,Mid Level,-0.4353699605574341,5250.0
Wisenbaker Builder Services,3.8,"Engineering Software Administrator (e-Builder, Primavera P6)","Laurel, MD",2d,$70K - $115K (Employer est.),92500.0,Mid Level,-0.7148712207677714,4625.0
Optum,3.0,2025 Early Career Program: Software Engineering,"Charlotte, NC",4d,$124K - $211K (Employer est.),167500.0,Senior,0.9621363404942528,16750.0
SoFi,3.9,CAD Software Engineer (Cabinets),"Hillsboro, TX",12d,$161K - $253K (Employer est.),207000.0,Senior,1.8453603227589188,20700.0
Fanatics Inc.,4.1,"Senior AI/ML Software Engineer, Java - Remote","Eden Prairie, MN",3d,$90K - $140K (Employer est.),115000.0,Mid Level,-0.21176895238916418,5750.0
Micron,3.4,"Staff Software Engineer, At Work","Seattle, WA",2d,$123K - $175K (Employer est.),149000.0,Senior,0.5484744753829535,14900.0
Boeing,3.5,Software Engineer II,"New York, NY",18d,$81K - $131K (Glassdoor est.),106000.0,Mid Level,-0.4130098597406071,5300.0
bellelynn,3.6,IT Software Engineer,"Boise, ID",30d+,$77K - $104K (Glassdoor est.),90500.0,Mid Level,-0.7595914224014254,4525.0
Bertrandt,3.8,Software Engineer 3 - Front End (contract),"El Segundo, CA",3d,$125K - $208K (Employer est.),166500.0,Senior,0.9397762396774257,16650.0
Amazon.com Services LLC,3.7,Sr Software Engineer,"Columbia, MD",3d,$80K - $113K (Glassdoor est.),96500.0,Mid Level,-0.6254308175004635,4825.0
Salesforce,4.0,Automotive Software Engineer,"Sterling Heights, MI",30d+,$129K - $224K (Employer est.),176500.0,Senior,1.1633772478456956,17650.0
Ford Motor Company,4.2,"Front End Engineer, Sponsored Brands - Fixed","New York, NY",4d,$92K - $133K (Glassdoor est.),112500.0,Mid Level,-0.26766920443123166,5625.0
EAI Technologies,3.8,Software Engineering LMTS,"Bellevue, WA",4d,$105K - $130K (Glassdoor est.),117500.0,Mid Level,-0.1558687003470967,5875.0
Mahlet,4.1,Software Engineer - Global Order Bank,"Dearborn, MI",16d,$62K - $89K (Glassdoor est.),75500.0,Mid Level,-1.0949929346538303,3775.0
New River Systems Corporation,4.4,Physics/Math Graduate - Entry Level Software Developer,"Vienna, VA",30d+,$110K - $145K (Employer est.),127500.0,Senior,0.06773230782117316,12750.0
REV Robotics,4.6,Software Engineer,"Burtonsville, MD",16d,$116K - $128K (Employer est.),122000.0,Senior,-0.055248246671375276,12200.0
"IntelliGenesis, LLC",4.1,OneStream Software Systems Engineer,United States,17d,$111K - $184K (Employer est.),147500.0,Senior,0.5149343241577129,14750.0
Enersys,3.6,SENIOR SOFTWARE ENGINEER,"Carrollton, TX",5d,$138K - $297K (Employer est.),217500.0,Senior,2.080141381335602,21750.0
University of Washington,4.7,Full Stack Software Engineer Level 1,"Arlington, VA",30d+,$109K - $145K (Glassdoor est.),127000.0,Senior,0.056552257412759675,12700.0
Hewlett Packard,3.8,Product Engineer I,"Longmont, CO",24h,$97K - $133K (Glassdoor est.),115000.0,Mid Level,-0.21176895238916418,5750.0
Movius Interactive Corporation,3.4,SOFTWARE ENGINEER,"Seattle, WA",30d+,$100K - $145K (Employer est.),122500.0,Senior,-0.04406819626296178,12250.0
Noblis,4.1,Cloud Software Development Engineer,"Fort Collins, CO",11d,$86K - $129K (Glassdoor est.),107500.0,Mid Level,-0.3794697085153666,5375.0
